BThresh,BTwisted Fate,BMiss Fortune,BKha'Zix,BShen,RGraves,RGragas,RKarma,RXayah,RAnivia
BAhri,BGragas,BDarius,BNami,BXayah,RCaitlyn,RKarma,RFiora,RLee Sin,RLeBlanc
BAhri,BLee Sin,BLucian,BKennen,BRakan,RNami,RElise,RLulu,RVarus,RZed
BWarwick,BCaitlyn,BGalio,BSyndra,BKarma,RKennen,RLeBlanc,RVarus,RKha'Zix,RLulu
BTwitch,BAnnie,BGalio,BLulu,BGraves,RCorki,RWarwick,RJayce,RAhri,RThresh
BGalio,BAnnie,BWarwick,BLucian,BZed,REzreal,RLulu,RKha'Zix,RKennen,RSyndra
BLulu,BWarwick,BCassiopeia,BJayce,BVarus,RKarma,RSyndra,RKled,RElise,RAshe
BKarma,BOrianna,BNidalee,BLucian,BAkali,RLee Sin,RNami,RKog'Maw,RJayce,RAhri
BElise,BSoraka,BTryndamere,BDraven,BKog'Maw,RCaitlyn,RYasuo,RLee Sin,RBraum,REkko
BWarwick,BKennen,BOrianna,BFiddlesticks,BAshe,RTryndamere,RThresh,RVi,RZiggs,RYasuo
BSona,BCaitlyn,BEkko,BKled,BLee Sin,RNunu,RKennen,RKarma,RBlitzcrank,RAshe
BRumble,BWarwick,BLucian,BBrand,BTalon,RNami,RTwitch,RShen,RKarma,RGraves
BXerath,BNami,BGalio,BKha'Zix,BCaitlyn,REzreal,RVel'Koz,RGragas,RYasuo,RKarma
BLulu,BVi,BXayah,BRakan,BViktor,RCaitlyn,RZyra,REvelynn,RGalio,RYasuo
BDraven,BKarma,BKennen,BTalon,BNocturne,RLeBlanc,RTrundle,RZac,RXayah,RShen
BKarma,BLeBlanc,BCaitlyn,BRiven,BIvern,RGragas,RXayah,RLee Sin,RFizz,RBlitzcrank
BShen,BXayah,BKha'Zix,BCassiopeia,BBlitzcrank,RZyra,RKennen,RYasuo,RElise,RCaitlyn
BAhri,BAshe,BMaster Yi,BMalzahar,BShen,RLee Sin,RKennen,RFizz,RRakan,RXayah
BKatarina,BEzreal,BMorgana,BIvern,BFiora,RPantheon,RLee Sin,RThresh,RAnnie,RLucian
BElise,BRiven,BZed,BLulu,BAshe,RShen,RCorki,RAnnie,RLee Sin,RKarma
BGalio,BLee Sin,BFizz,BXayah,BRakan,RFiora,RCaitlyn,RKindred,RKarma,RLeona
BMaokai,BLulu,BShen,BVi,BTwitch,RKarma,RGalio,RLee Sin,ROrianna,RCaitlyn
BZyra,BRenekton,BCaitlyn,BFizz,BVi,RTalon,RNunu,RLulu,RAshe,RYasuo
BHeimerdinger,BAhri,BLee Sin,BMorgana,BEzreal,RLulu,RKindred,RCaitlyn,RYasuo,RAnnie
BZyra,BCho'Gath,BGraves,BFiora,BYasuo,RRammus,RKassadin,RTaliyah,RJayce,REzreal
BZed,BTristana,BZac,BAnnie,BJanna,RKarma,RYasuo,RKog'Maw,ROlaf,RAkali
BAshe,BKha'Zix,BZyra,BVladimir,BJayce,RPoppy,RLucian,RMalzahar,RRengar,ROrianna
BGragas,BVayne,BLulu,BRiven,BKarma,RAnnie,RWarwick,RDraven,RBlitzcrank,RFizz
BKennen,BTaliyah,BXayah,BLee Sin,BKarma,RNunu,RLucian,RGalio,RGragas,RVladimir
BLulu,BKassadin,BEzreal,BPantheon,BKha'Zix,RGragas,RGraves,RJayce,RKarma,RSwain
BSyndra,BLee Sin,BFiora,BAshe,BLulu,RJayce,RCaitlyn,RJanna,RElise,REkko
BLissandra,BSona,BShaco,BDarius,BVarus,RJayce,RKarma,REkko,RLee Sin,RLucian
BZed,BVeigar,BElise,BAshe,BGragas,ROlaf,RFiora,RAhri,RSona,REzreal
BGangplank,BKog'Maw,BZac,BLucian,BMorgana,RAshe,RThresh,RKha'Zix,RFizz,RShen
BKatarina,BElise,BKarma,BGangplank,BLucian,RSyndra,RVi,RJarvan IV,RBlitzcrank,RZiggs
BXayah,BFiora,BSyndra,BElise,BLulu,RRammus,RKarma,RAnivia,ROrianna,RVarus
BRumble,BBard,BCaitlyn,BOrianna,BRek'Sai,RWarwick,RSyndra,RCassiopeia,RLulu,RLucian
BThresh,BNidalee,BTwisted Fate,BJax,BAshe,RZac,RFiora,RZyra,REzreal,RVladimir
BTaliyah,BJayce,BIvern,BLulu,BDraven,RVel'Koz,RKarma,RShen,RXayah,RGragas
BRiven,BFizz,BSoraka,BZilean,BElise,RNami,RIvern,RDarius,REkko,REzreal
BRakan,BJinx,BKarma,BZac,BGangplank,RKha'Zix,RAnivia,RJax,RLucian,RSoraka
BKarma,BLee Sin,BAshe,BJax,BKassadin,RJhin,RZac,RRenekton,RNami,RCaitlyn
BSyndra,BPoppy,BDraven,BNidalee,BLulu,RGalio,RThresh,RCaitlyn,RWarwick,RGangplank
BEzreal,BKled,BPantheon,BLee Sin,BLulu,RMorgana,RGraves,RAshe,RShen,RKarma
BSona,BLee Sin,BEzreal,BOrianna,BFiora,RZac,RKatarina,RNami,RIrelia,RCaitlyn
BMorgana,BDraven,BShen,BEkko,BZac,RMordekaiser,RLucian,ROrianna,RKha'Zix,RSona
BIvern,BJayce,BXayah,BThresh,BMorgana,RGalio,RDraven,RLee Sin,RLissandra,RBraum
BLissandra,BLucian,BKha'Zix,BLulu,BSona,RLee Sin,RNasus,RThresh,RXayah,RFizz
BAkali,BFiora,BOlaf,BSona,BJinx,RJanna,RKha'Zix,RJayce,RAhri,RCaitlyn
BCaitlyn,BKha'Zix,BOrianna,BKarma,BAkali,RLucian,RAhri,RJanna,RShen,RXayah
BNami,BCaitlyn,BKennen,BZac,BHeimerdinger,RSyndra,RJanna,RGraves,RGalio,RVayne
BCaitlyn,BFiora,BAhri,BNidalee,BLulu,RGraves,RZyra,RKennen,RVarus,RGalio
BLulu,BEzreal,BMalzahar,BOlaf,BGragas,RYasuo,RTeemo,RNidalee,RDraven,RHecarim
BVi,BRakan,BTeemo,BCaitlyn,BZed,RBlitzcrank,RXayah,RCassiopeia,RRengar,RAnivia
BCaitlyn,BShen,BVel'Koz,BRammus,BOrianna,RTwitch,RKled,RIvern,RMordekaiser,RJanna
BHeimerdinger,BXayah,BNunu,BThresh,BKled,REkko,RLucian,RMorgana,RKha'Zix,ROlaf
BLee Sin,BGalio,BXayah,BSona,BKassadin,RElise,RSwain,RNami,RLucian,RFiora
BGraves,BCaitlyn,BNami,BShen,BKassadin,RLee Sin,RNautilus,RMalzahar,RAshe,RJayce
BZyra,BCaitlyn,BViktor,BGalio,BKha'Zix,RShen,RTaliyah,RNunu,RAshe,RKarma
BViktor,BJax,BNami,BGraves,BCaitlyn,RKennen,RDraven,RKarma,RAhri,RHecarim
BWarwick,BBlitzcrank,BXayah,BShen,BOrianna,RIrelia,RAnivia,RVarus,RElise,RThresh
BAhri,BBrand,BLucian,BZac,BGragas,RXayah,RVladimir,RLee Sin,RShen,RRakan
BLucian,BNunu,BShen,BAhri,BLulu,RGragas,RXayah,RSoraka,RCassiopeia,RLeBlanc
BOrianna,BBlitzcrank,BKled,BLucian,BLee Sin,RVel'Koz,RBraum,RGangplank,REzreal,RCaitlyn
BAhri,BMalzahar,BCaitlyn,BAkali,BLee Sin,RFiora,RMorgana,RKindred,RCassiopeia,RYasuo
BVarus,BRenekton,BVel'Koz,BBard,BTwitch,RShen,RHecarim,RSyndra,REzreal,RMalzahar
BSona,BEvelynn,BAhri,BCaitlyn,BTwitch,REzreal,ROrianna,RGraves,RVel'Koz,RKennen
BZed,BRyze,BXayah,BElise,BRakan,RAhri,RNami,RDarius,RCaitlyn,RNunu
BElise,BKassadin,BCaitlyn,BSoraka,BShen,RIrelia,RSona,RKha'Zix,RDraven,ROrianna
BZilean,BGraves,BFizz,BTwitch,BTaliyah,RTwisted Fate,RLucian,RHecarim,RSona,RShen
BWarwick,BYasuo,BZiggs,BFiora,BKarma,RJayce,RDraven,RNunu,RGalio,RLulu
BIvern,BSinged,BEzreal,BLulu,BRiven,RLissandra,RXayah,RZilean,RYasuo,RKha'Zix
BRiven,BZac,BMiss Fortune,BAnivia,BBard,RIrelia,REzreal,RLulu,RGraves,RSyndra
BLee Sin,BLeBlanc,BBard,BKennen,BCaitlyn,RNami,RFiora,RZiggs,RTwitch,RNunu
BThresh,BSejuani,BLucian,BEkko,BKha'Zix,RIvern,RMaokai,ROrianna,RKarma,REzreal
BJanna,BElise,BFiora,BKarma,BCaitlyn,RKennen,RLee Sin,RAshe,RThresh,RSwain
BXayah,BKassadin,BKha'Zix,BKarma,BNami,RKennen,RTalon,RElise,RTwitch,RThresh
BLee Sin,BTwitch,BShen,BZed,BNami,RVel'Koz,RCaitlyn,RKennen,RRammus,RKarthus
BSona,BNunu,BShen,BTwitch,BTwisted Fate,RLee Sin,RKog'Maw,RSyndra,RBard,RNidalee
BShen,BCassiopeia,BKarma,BLee Sin,BLucian,RSona,RXayah,REkko,ROlaf,RMorgana
BVladimir,BEzreal,BKarma,BLee Sin,BSwain,RSyndra,RAshe,RZac,RNami,RFiora
BOrianna,BRenekton,BDraven,BFiddlesticks,BLulu,RKennen,RLeBlanc,RBraum,RElise,RCaitlyn
BLeBlanc,BDiana,BSona,BIvern,BXayah,RAnivia,RNami,RKha'Zix,RAshe,RViktor
BKassadin,BCaitlyn,BTryndamere,BKha'Zix,BNami,RYasuo,RBraum,RNunu,RSyndra,ROlaf
BNunu,BSona,BPantheon,BSyndra,BVarus,RTeemo,RKarma,RLucian,REkko,RLee Sin
BLee Sin,BNautilus,BKassadin,BLulu,BKog'Maw,RCaitlyn,RTeemo,RZac,RNami,RVladimir
BTalon,BRumble,BHeimerdinger,BLucian,BLee Sin,RSoraka,RJayce,RKassadin,RKha'Zix,RXerath
BYasuo,BKha'Zix,BHeimerdinger,BKassadin,BSoraka,RNami,RKatarina,RGragas,REzreal,RZac
BGragas,BTwitch,BMalphite,BLee Sin,BVladimir,RNami,ROrianna,RElise,RGalio,REzreal
BDraven,BJayce,BNami,BCho'Gath,BMaster Yi,RLee Sin,RVeigar,RShen,RLucian,RJanna
BSyndra,BCaitlyn,BJayce,BGragas,BNami,RShen,RSoraka,RLucian,RAhri,RZac
BXayah,BMorgana,BJanna,BElise,BDarius,RGragas,RKennen,REzreal,RLucian,RLeona
BZac,BSyndra,BKarma,BJax,BEzreal,RZed,RJhin,RThresh,RGraves,RRumble
BJayce,BKarthus,BThresh,BLee Sin,BXayah,RHecarim,RKatarina,RRumble,RLucian,RMorgana
BYasuo,BSona,BElise,BOrianna,BKalista,RRammus,RMorgana,RGalio,RDraven,RJayce
BLee Sin,BLeBlanc,BKled,BKog'Maw,BSona,RThresh,RCaitlyn,RKassadin,RKha'Zix,RMorgana
BCaitlyn,BRakan,BMorgana,BGraves,BKennen,REkko,RJanna,RDarius,RLee Sin,RDraven
BCaitlyn,BIrelia,BJanna,BKha'Zix,BEzreal,RFiddlesticks,RFizz,RJayce,RLucian,RThresh
BGraves,BRumble,BKog'Maw,BSoraka,BTaliyah,RVladimir,RMorgana,RJax,RRengar,RCaitlyn
BBard,BCaitlyn,BLee Sin,BTaliyah,BJax,RKarma,RGragas,RIvern,RMorgana,RTwitch
BKha'Zix,BGragas,BAshe,BLulu,BMorgana,RCaitlyn,RNidalee,RRakan,RXayah,RJax
BKha'Zix,BGalio,BKarma,BXayah,BViktor,RMorgana,RCho'Gath,RTwitch,RThresh,RLee Sin
BBlitzcrank,BEvelynn,BFizz,BAatrox,BTwitch,RMorgana,ROrianna,RXayah,RKennen,RKha'Zix
BDiana,BSoraka,BTalon,BNunu,BCaitlyn,RMorgana,RNautilus,RElise,RTahm Kench,RXayah
BNidalee,BSinged,BTalon,BXayah,BBlitzcrank,RTrundle,RKassadin,RElise,REzreal,RThresh
BGangplank,BWarwick,BCaitlyn,BKassadin,BSoraka,RTwitch,RLeBlanc,RGalio,ROlaf,RMorgana
BTwitch,BRiven,BCorki,BThresh,BRek'Sai,REkko,RCaitlyn,RRengar,RGalio,RMorgana
BEvelynn,BTalon,BLeBlanc,BXayah,BRakan,RCaitlyn,RKarma,RZed,REzreal,RHeimerdinger
BCho'Gath,BTwitch,BKarma,BKha'Zix,BMorgana,RKassadin,RLee Sin,RHeimerdinger,RThresh,RKalista
BXayah,BNami,BLee Sin,BFiora,BKassadin,RLucian,RVi,RMorgana,RSoraka,RJayce
BKarma,BSoraka,BNunu,BAhri,BXayah,RDraven,REkko,RThresh,RKha'Zix,RFiora
BThresh,BKalista,BLee Sin,BOrianna,BMorgana,RAhri,RNautilus,RGragas,RYasuo,RGraves
BLucian,BKassadin,BNautilus,BKarma,BTwitch,REzreal,RGragas,RLee Sin,RRenekton,RDraven
BIvern,BNami,BCaitlyn,BYasuo,BSyndra,RZed,REzreal,RThresh,RMaokai,ROlaf
BMorgana,BTalon,BAhri,BVi,BLucian,RDraven,RHeimerdinger,RKarma,RPantheon,RSejuani
BEzreal,BYasuo,BYorick,BEvelynn,BSoraka,REkko,RSejuani,RLee Sin,RGragas,RXayah
BZed,BZyra,BMorgana,BZiggs,BLee Sin,RGraves,RVayne,RSion,RSona,RAhri
BBrand,BLee Sin,BHeimerdinger,BKarma,BLucian,RZed,RWarwick,RMorgana,RVel'Koz,RVarus
BKha'Zix,BEzreal,BYasuo,BMaokai,BOrianna,RThresh,RTwisted Fate,RJhin,RJayce,RGragas
BXerath,BGragas,BJhin,BVladimir,BRakan,RAnnie,ROrianna,RLucian,RSwain,RGraves
BFiora,BXayah,BOrianna,BRengar,BLulu,RGalio,RThresh,RKindred,RMorgana,RJhin
BTwisted Fate,BTeemo,BMorgana,BCaitlyn,BNunu,RKatarina,RThresh,RLucian,RElise,RGalio
BAshe,BJanna,BVladimir,BRammus,BJax,RElise,RXayah,RGangplank,RAnivia,RMorgana
BLucian,BGraves,BMaokai,BJax,BFizz,RRiven,RKha'Zix,REkko,RMorgana,RSivir
BFiora,BUdyr,BMorgana,BCorki,BKayle,RJinx,RThresh,RYasuo,RJax,RZac
BEzreal,BBard,BLucian,BRumble,BGraves,RKog'Maw,RZac,RRenekton,RLulu,RCorki
BJayce,BTwisted Fate,BKha'Zix,BCaitlyn,BMorgana,RFiddlesticks,RElise,RXayah,RJax,RLeBlanc
BLee Sin,BAhri,BEzreal,BKarma,BFiora,RWarwick,RMorgana,RKennen,RZiggs,RLucian
BCassiopeia,BTwitch,BEzreal,BTeemo,BRengar,RLucian,RElise,RAshe,RGragas,RBlitzcrank
BKarma,BLucian,BPoppy,BMorgana,BGraves,RShen,RKalista,RElise,RFizz,RRakan
BBraum,BLee Sin,BTwisted Fate,BIrelia,BLucian,RMorgana,RJarvan IV,RNami,RGraves,RAshe
BThresh,BLucian,BIrelia,BElise,BMorgana,RJayce,REzreal,RLee Sin,RAnivia,RKarma
BEzreal,BKarma,BGangplank,BSyndra,BZac,RTaric,RTrundle,RIrelia,RBlitzcrank,RGaren
BLulu,BMorgana,BKarma,BLucian,BKindred,RLee Sin,RDraven,RRumble,RSyndra,RFiddlesticks
BMorgana,BLee Sin,BXayah,BZed,BGalio,RKarma,RLucian,RFizz,RFiora,RKha'Zix
BMorgana,BGalio,BCaitlyn,BLee Sin,BKassadin,RGraves,RKarma,RLulu,RVel'Koz,RTwitch
BNautilus,BGraves,BCaitlyn,BJanna,BYasuo,RMorgana,RRakan,RSona,RElise,RDraven
BEzreal,BYasuo,BKarma,BLee Sin,BXayah,RLucian,RJanna,RZiggs,RIvern,RAhri
BNami,BOrianna,BEzreal,BKha'Zix,BRenekton,RGalio,RGraves,RZyra,RMorgana,RLucian
BMorgana,BAshe,BThresh,BGraves,BGalio,RIrelia,RKarma,REkko,RKha'Zix,RCaitlyn
BEzreal,BAshe,BRiven,BXerath,BZyra,RAnivia,RYasuo,RLee Sin,RJhin,RSona
BYasuo,BGraves,BBlitzcrank,BSyndra,BAnivia,RRiven,RRammus,RMorgana,RSona,RCaitlyn
BMalphite,BThresh,BOlaf,BAnnie,BEzreal,RGraves,RFizz,RAshe,RJax,RBlitzcrank
BNidalee,BThresh,BRyze,BLucian,BFiora,RMiss Fortune,RTalon,RMalphite,RMorgana,RLee Sin
BMorgana,BDraven,BZac,BJax,BSoraka,RKassadin,RRiven,RJanna,RLee Sin,RLucian
BXayah,BLulu,BRiven,BGragas,BFizz,RKog'Maw,RJax,RJanna,RHecarim,RKatarina
BGraves,BZiggs,BJayce,BOrianna,BSoraka,RJanna,RLee Sin,RSion,RCaitlyn,RMorgana
BGragas,BLucian,BTaliyah,BLee Sin,BNami,RWarwick,RFiora,RMorgana,RAnivia,RDraven
BOlaf,BMorgana,BShen,BZyra,BJhin,RElise,RJax,RLulu,RFizz,RCaitlyn
BMorgana,BGragas,BKog'Maw,BRyze,BKha'Zix,RLeBlanc,RRiven,RSona,RTwitch,RLee Sin
BLulu,BNunu,BLucian,BVel'Koz,BMorgana,RSyndra,RDraven,RKha'Zix,RKarma,RGalio
BCaitlyn,BLee Sin,BFiora,BMorgana,BSyndra,ROrianna,RAshe,RShen,ROlaf,RThresh
BGragas,BRiven,BKog'Maw,BMorgana,BLee Sin,RKha'Zix,RXayah,ROrianna,RKennen,RBlitzcrank
BKatarina,BIvern,BCaitlyn,BAlistar,BGalio,ROrianna,RLee Sin,REzreal,RBlitzcrank,RRiven
BKled,BZed,BJanna,BLucian,BLee Sin,RGragas,RDraven,REzreal,RThresh,RYasuo
BBlitzcrank,BEvelynn,BKassadin,BXayah,BRenekton,RKindred,RLissandra,RLux,REzreal,RSejuani
BSona,BLee Sin,BEzreal,BOrianna,BFiora,RZac,RKatarina,RNami,RIrelia,RCaitlyn
BMorgana,BDraven,BShen,BEkko,BZac,RMordekaiser,RLucian,ROrianna,RKha'Zix,RSona
BIvern,BJayce,BXayah,BThresh,BMorgana,RGalio,RDraven,RLee Sin,RLissandra,RBraum
BXayah,BKarma,BGraves,BAhri,BShen,RFiora,RMorgana,RSona,RSivir,RKha'Zix
BFiora,BNami,BXayah,BKha'Zix,BOrianna,RMorgana,RRumble,RVel'Koz,REvelynn,RJhin
BLee Sin,BLucian,BThresh,BRenekton,BTaliyah,RJanna,RKassadin,REzreal,RGragas,REvelynn
BSinged,BKalista,BKassadin,BLee Sin,BSona,RLulu,RZed,RKha'Zix,REzreal,RDarius
BKarma,BKha'Zix,BEkko,BLucian,BGalio,RLee Sin,RFizz,RMorgana,RYasuo,RKog'Maw
BMorgana,BXayah,BFiora,BZac,BCassiopeia,RWarwick,RLeBlanc,RKarma,RLee Sin,RKog'Maw
BEzreal,BMorgana,BGalio,BLucian,BShaco,RJayce,RCaitlyn,RTeemo,RLee Sin,RKarma
BRumble,BCaitlyn,BMorgana,BZed,BLee Sin,RBard,RKha'Zix,RJhin,RJayce,RCassiopeia
BDr. Mundo,BLulu,BWarwick,BCaitlyn,BKassadin,REzreal,ROlaf,RBraum,RJhin,ROrianna
BEzreal,BSoraka,BKennen,BKog'Maw,BZiggs,RJayce,RTwitch,RJanna,RWarwick,RLissandra
BCaitlyn,BAlistar,BWarwick,BRyze,BAhri,RJhin,RMorgana,RGalio,RNunu,RBrand
BOrianna,BDarius,BKarma,BKha'Zix,BDraven,RBrand,RCaitlyn,RAkali,REzreal,RElise
BAshe,BMorgana,BNunu,BBrand,BRenekton,RCaitlyn,RIrelia,RZed,RXerath,RThresh
BEzreal,BHecarim,BMorgana,BSona,BFiora,RKog'Maw,RKarma,RKassadin,RLee Sin,RPantheon
BEzreal,BTwisted Fate,BSoraka,BHecarim,BAkali,RMorgana,RDarius,RLeBlanc,RAshe,RGragas
BHecarim,BSyndra,BCaitlyn,BLulu,BKennen,RMorgana,RSona,REkko,RLucian,RLee Sin
BEzreal,BAkali,BKarma,BWarwick,BVladimir,RKennen,ROlaf,RRakan,RSivir,RJayce
BKarma,BWarwick,BSyndra,BRumble,BTwitch,RMorgana,RJayce,REzreal,RSona,RRyze
BTalon,BCaitlyn,BNami,BZiggs,BAmumu,RRumble,RAshe,RJarvan IV,RJanna,RMorgana
BMorgana,BAhri,BCaitlyn,BKha'Zix,BKarma,RKassadin,RAmumu,RXayah,RSona,RJayce
BWarwick,BMorgana,BLee Sin,BVladimir,BCaitlyn,RDraven,RGraves,RRakan,RSyndra,RSwain
BDraven,BVeigar,BDarius,BLee Sin,BLulu,RJayce,RKarma,RCaitlyn,RMorgana,RElise
BAhri,BKarma,BKha'Zix,BJayce,BEzreal,RGalio,RZed,RVarus,RZac,RVel'Koz
BMorgana,BThresh,BAnnie,BCaitlyn,BKha'Zix,REzreal,RKarma,RKassadin,RJayce,RZac
BCaitlyn,BJayce,BZac,BRakan,BOrianna,RMorgana,RAlistar,RJhin,RGalio,RKha'Zix
BKarma,BCaitlyn,BMorgana,BVi,BKled,RSona,RVladimir,RIvern,RSyndra,RDraven
BLee Sin,BCaitlyn,BKarma,BMorgana,BFiora,RGragas,RLeBlanc,RXayah,RNunu,RSoraka
BSona,BGragas,BLux,BVi,BEzreal,ROlaf,RDarius,RAshe,RMorgana,RLee Sin
BXayah,BRumble,BTaliyah,BMorgana,BGraves,RKassadin,RLee Sin,RCaitlyn,RJanna,RJayce
BXayah,BLee Sin,BTaliyah,BJayce,BLulu,RFiddlesticks,RYasuo,RMorgana,RZac,RDraven
BDarius,BBard,BEzreal,BJayce,BXerath,RKog'Maw,RKennen,RElise,ROrianna,RKarma
BKennen,BCaitlyn,BMorgana,BAhri,BNunu,RTeemo,RZac,RTwisted Fate,RDiana,REzreal
BAshe,BKarma,BElise,BRenekton,BIrelia,RMorgana,RLulu,REzreal,ROrianna,RLee Sin
BZed,BKarma,BLee Sin,BXayah,BAkali,RGragas,RBrand,RCaitlyn,RWarwick,RMorgana
BZac,BMorgana,BGalio,BJhin,BThresh,RNidalee,ROrianna,RSona,RGragas,RCaitlyn
BRek'Sai,BXayah,BMordekaiser,BDiana,BKarma,REzreal,RSona,RZac,RKennen,RAhri
BFiddlesticks,BLucian,BNami,BRumble,BLee Sin,RShen,RCaitlyn,REzreal,RKarma,RCassiopeia
BOrianna,BBlitzcrank,BKled,BLucian,BLee Sin,RVel'Koz,RBraum,RGangplank,REzreal,RCaitlyn
BAhri,BMalzahar,BCaitlyn,BAkali,BLee Sin,RFiora,RMorgana,RKindred,RCassiopeia,RYasuo
BJayce,BOrianna,BAshe,BZac,BMorgana,RAkali,RVel'Koz,RTwitch,RGalio,RElise
BBard,BGragas,BNunu,BMorgana,BTwitch,REzreal,RLee Sin,RGalio,RVel'Koz,RKarma
BZac,BJayce,BXayah,BSoraka,BMorgana,RGragas,RRengar,RJanna,RTwitch,RSyndra
BJanna,BTwitch,BRenekton,BGragas,BMorgana,RLucian,ROlaf,RCassiopeia,RNami,RTeemo
BSona,BEkko,BCaitlyn,BGraves,BMorgana,RThresh,RKalista,RZac,RAhri,RKarthus
BSyndra,BVayne,BSona,BMalphite,BLee Sin,REzreal,RFiora,RThresh,RFizz,RGraves
BLucian,BSona,BKennen,BKassadin,BKha'Zix,RJayce,RCaitlyn,RLee Sin,RMalzahar,RMorgana
BZed,BSion,BXayah,BMorgana,BSyndra,RTaliyah,RLucian,RZilean,RElise,RKennen
BCaitlyn,BSona,BKha'Zix,BSyndra,BDarius,RGalio,RLucian,RZac,RBlitzcrank,RMorgana
BNami,BXayah,BElise,BAhri,BJayce,RCaitlyn,RLee Sin,RMorgana,RThresh,RGragas
BLucian,BOlaf,BLulu,BTwisted Fate,BPantheon,RSoraka,RXayah,RMorgana,RGragas,RFiora
BGragas,BMalzahar,BNami,BDraven,BElise,RMorgana,RKog'Maw,RLulu,RGraves,RTeemo
BKarma,BEzreal,BMorgana,BLee Sin,BFiora,RHeimerdinger,RKha'Zix,ROlaf,RNami,RCaitlyn
BLee Sin,BMaokai,BTwitch,BKarma,BNami,RCaitlyn,RMorgana,RAnivia,RGraves,RFizz
BMaokai,BJayce,BAshe,BLee Sin,BRyze,RElise,RVarus,RZyra,RKled,RCassiopeia
BPoppy,BDraven,BXerath,BLee Sin,BMaokai,RIrelia,RMorgana,RSoraka,RCaitlyn,RYasuo
BXayah,BMorgana,BGragas,BFizz,BJayce,RFiora,RTwisted Fate,RNidalee,RThresh,RLucian
BMorgana,BRiven,BLucian,BFizz,BVi,RLee Sin,RThresh,RTristana,RTwisted Fate,RTalon
BMorgana,BKha'Zix,BDraven,BThresh,BZed,ROlaf,RSona,RFizz,RLucian,RAkali
BRengar,BFizz,BZilean,BShen,BDraven,RSyndra,RMorgana,RKarma,RXayah,RLee Sin
BAshe,BWarwick,BZiggs,BCassiopeia,BMorgana,RKarma,RGragas,REkko,RKog'Maw,RZac
BMaokai,BElise,BAhri,BJax,BDraven,RXayah,RGraves,RJayce,RSona,RSyndra
BElise,BSoraka,BPoppy,BVarus,BGangplank,RAshe,RKha'Zix,ROrianna,RPantheon,RBlitzcrank
BEzreal,BOrianna,BBlitzcrank,BRumble,BKha'Zix,RLee Sin,RAnivia,RGalio,RLucian,RThresh
BLee Sin,BTaliyah,BFiora,BLulu,BLucian,RGragas,RAshe,RKha'Zix,RCaitlyn,RThresh
BRek'Sai,BLeBlanc,BCaitlyn,BMalzahar,BMaokai,RTahm Kench,RTalon,RAshe,RLee Sin,RRyze
BZed,BCaitlyn,BKennen,BZac,BMaokai,RShaco,RLucian,REkko,RGragas,RSona
BGraves,BGalio,BLucian,BXayah,BRakan,RFizz,RKindred,RTwitch,RSona,ROrianna
BPantheon,BKarma,BLucian,BLee Sin,BVladimir,RJax,RZed,RAmumu,RMaokai,REzreal
BEkko,BKarma,BKha'Zix,BAhri,BLucian,RLee Sin,REzreal,RRiven,RSona,RZed
BThresh,BRiven,BElise,BCassiopeia,BCaitlyn,RVarus,RTaliyah,RLulu,RGraves,RKled
BKarma,BGalio,BRyze,BLucian,BGraves,RZed,RTeemo,RNami,RLee Sin,RDraven
BLucian,BGalio,BFiddlesticks,BMaokai,BLeBlanc,RVladimir,RZyra,REzreal,ROlaf,RNunu
BKog'Maw,BLee Sin,BSyndra,BKarma,BMordekaiser,RGragas,RCaitlyn,RNami,RZed,RElise
BAlistar,BLeBlanc,BVi,BLucian,BJax,RDraven,RJanna,RNidalee,RGalio,RAkali
BRakan,BLucian,BPantheon,BXayah,BZac,RKassadin,RGraves,RFiora,RJanna,RCaitlyn
BFiora,BKassadin,BGragas,BLulu,BDraven,RDarius,RXayah,RRakan,RLee Sin,RSyndra
BSona,BNunu,BShen,BTwitch,BTwisted Fate,RLee Sin,RKog'Maw,RSyndra,RBard,RNidalee
BKarma,BKassadin,BZac,BFizz,BAshe,RJanna,RWarwick,RLucian,RJayce,RElise
BKarma,BKatarina,BDraven,BZac,BTeemo,REzreal,RLee Sin,RAnnie,RDarius,RJanna
BLucian,BTaliyah,BElise,BNami,BJayce,RGalio,RNunu,RRenekton,REzreal,RKarma
BNami,BTwitch,BAmumu,BGragas,BViktor,RLucian,RGangplank,RLee Sin,RVarus,RThresh
BLee Sin,BCaitlyn,BFiora,BZiggs,BLulu,RKarma,RKindred,RTaliyah,RJayce,REzreal
BKarma,BTaliyah,BLucian,BGragas,BGangplank,RDraven,RJanna,RKha'Zix,RLeBlanc,RJayce
BNautilus,BLee Sin,BThresh,BDraven,BVladimir,RVarus,RTaliyah,RGalio,RFiddlesticks,RElise
BLulu,BXayah,BGraves,BLissandra,BSona,RRakan,RKalista,RGragas,RLee Sin,ROrianna
BLeBlanc,BGnar,BLucian,BKarma,BElise,RJayce,RMorgana,RLee Sin,RSona,REzreal
BKled,BLucian,BGragas,BBrand,BKalista,ROrianna,RLee Sin,RAshe,RNautilus,RJayce
BLee Sin,BEzreal,BSyndra,BLeona,BGalio,RNami,ROlaf,RVarus,RKha'Zix,REkko
BMiss Fortune,BRammus,BOrianna,BLucian,BJayce,RAhri,RUdyr,RNami,RPantheon,RCaitlyn
