BMorgana,BFiora,BElise,BRenekton,BJinx,RTalon,RGalio,RTwitch,RBard,RKha'Zix
BYasuo,BKarma,BLeBlanc,BGraves,BCaitlyn,RUrgot,RTwitch,RBraum,RKha'Zix,ROrianna
BCaitlyn,BLee Sin,BBlitzcrank,BZed,BHeimerdinger,RTalon,RKha'Zix,RTwitch,RKassadin,RRakan
BTalon,BSivir,BHeimerdinger,BRakan,BTwitch,RKha'Zix,RLulu,RGalio,RCaitlyn,RKassadin
BElise,BKarma,BLucian,BTalon,BFiora,ROlaf,RGraves,RCassiopeia,RSwain,RTaliyah
BTwisted Fate,BBraum,BElise,BCaitlyn,BCassiopeia,RLeBlanc,RLulu,RLee Sin,RTwitch,RGragas
BJinx,BRiven,BVladimir,BBlitzcrank,BLee Sin,ROrianna,RLucian,RNunu,RDarius,RLulu
BBlitzcrank,BEvelynn,BFizz,BAatrox,BTwitch,RMorgana,ROrianna,RXayah,RKennen,RKha'Zix
BAshe,BTaliyah,BRumble,BLulu,BLee Sin,RSona,RGragas,ROrianna,RVayne,RXayah
BSwain,BMiss Fortune,BZed,BSejuani,BVi,RMorgana,RCaitlyn,RGragas,RLee Sin,RAhri
BSejuani,BAhri,BCaitlyn,BFiora,BEvelynn,RRakan,RJinx,RLee Sin,RGragas,REkko
BKarma,BFiora,BEvelynn,BFizz,BEzreal,RAnnie,RCaitlyn,RWarwick,RLee Sin,RAkali
BKarma,BIvern,BJax,BCaitlyn,BTaliyah,RDarius,RAnivia,RXayah,RZyra,RNunu
BPantheon,BKarma,BCaitlyn,BGraves,BTaliyah,RLulu,RMaokai,RZed,RXayah,RGragas
BWarwick,BAnivia,BMalphite,BBard,BCaitlyn,REzreal,RNami,RTwisted Fate,RNidalee,RFiora
BYasuo,BLucian,BKarma,BKha'Zix,BAhri,RSoraka,RLee Sin,RMalphite,RTalon,RAshe
BTryndamere,BXayah,BRakan,BKha'Zix,BTwisted Fate,RAhri,RSoraka,RLucian,RLee Sin,RFiora
BFizz,BNami,BGraves,BGragas,BTwitch,RThresh,RKalista,RTwisted Fate,RLee Sin,RJayce
BKha'Zix,BRiven,BAhri,BSoraka,BTwitch,RSona,RKassadin,RLee Sin,RDraven,RWukong
BZed,BLucian,BKarma,BEvelynn,BFizz,RAkali,RGraves,RBard,RElise,RRenekton
BEzreal,BAnivia,BThresh,BEvelynn,BGalio,RDraven,RYasuo,RLee Sin,RTaliyah,RGragas
BKha'Zix,BFiora,BXayah,BHeimerdinger,BEkko,RDraven,RZyra,RTalon,REzreal,RVi
